movie_id,real_budget,real_revenue,real_profit,is_profitable,is_sequel,is_blockbuster_season,runtime,star,director,writer,rating,country,vote_count,score,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,theme_agent,theme_american,theme_brother,theme_car,theme_city,theme_daughter,theme_death,theme_director,theme_drug,theme_family,theme_father,theme_finds,theme_friend,theme_friends,theme_help,theme_high,theme_love,theme_mother,theme_murder,theme_old,theme_police,theme_relationship,theme_school,theme_secret,theme_son,theme_town,theme_true,theme_war,theme_wife,theme_years
ouija,6626531.474440219,136904977.8555133,130278446.38107309,1,0,0,89.0,Olivia Cooke,Stiles White,Juliet Snowden,PG-13,United States,1670.0,5.134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ouija: origin of evil,11763750.0,106961068.18416667,95197318.18416667,1,0,0,99.0,Elizabeth Reaser,Mike Flanagan,Mike Flanagan,PG-13,United States,1416.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
our brand is crisis,37061603.37552743,11287452.80421941,-25774150.571308017,0,0,0,107.0,Sandra Bullock,David Gordon Green,Rachel Boynton,R,United States,522.0,5.852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
our idiot brother,6974210.760337927,36072360.2103157,29098149.44997777,1,0,0,90.0,Paul Rudd,Jesse Peretz,Jesse Peretz,R,United States,527.0,6.148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
out cold,42511575.3811406,26184785.212874085,-16326790.168266512,0,0,0,89.0,Flex Alexander,Brendan Malloy,Jon Zack,PG-13,United States,187.0,5.853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
out for justice,32245227.60646109,91376436.16519825,59131208.55873716,1,0,0,91.0,Steven Seagal,John Flynn,R. Lance Hill,R,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
out of africa,90378252.78810409,663301172.0120817,572922919.2239777,1,0,0,161.0,Meryl Streep,Sydney Pollack,Karen Blixen,PG,United States,1511.0,7.158,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
out of sight,92377914.11042945,149625211.86625767,57247297.75582822,1,0,0,123.0,George Clooney,Steven Soderbergh,Elmore Leonard,R,United States,1372.0,6.674,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
out of the furnace,29619742.48927039,20780100.590128757,-8839641.899141632,0,0,1,116.0,Christian Bale,Scott Cooper,Brad Ingelsby,R,United Kingdom,1077.0,6.566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
out of time,85244565.2173913,94613902.78858694,9369337.571195647,1,0,0,105.0,Denzel Washington,Carl Franklin,David Collard,PG-13,United States,1276.0,6.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
out to sea,64499065.42056075,60036709.306542054,-4462356.114018694,0,0,0,106.0,Jack Lemmon,Martha Coolidge,Robert Nelson Jacobs,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outbreak,102919947.50656168,390806718.97637796,287886771.46981627,1,0,0,127.0,Dustin Hoffman,Wolfgang Petersen,Laurence Dworet,R,United States,37.0,6.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
outland,55216721.67216721,59960511.01760175,4743789.345434539,1,0,0,109.0,Sean Connery,Peter Hyams,Peter Hyams,R,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outlander,72851834.64932652,10249813.110078959,-62602021.53924756,0,0,0,115.0,Jim Caviezel,Howard McCain,Dirk Blackman,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outside providence,13180672.268907564,13750307.031212486,569634.7623049226,1,0,0,96.0,Shawn Hatosy,Michael Corrente,Peter Farrelly,R,United States,103.0,5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0
over the hedge,124484126.98412697,528739933.9930555,404255807.00892854,1,0,0,83.0,Bruce Willis,Tim Johnson,Len Blum,PG,United States,4760.0,6.585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
over the top,69036091.54929577,44342102.51760563,-24693989.031690136,0,0,0,93.0,Sylvester Stallone,Menahem Golan,Gary Conway,PG,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overboard,14991636.798088413,106652790.40621267,91661153.60812426,1,0,1,112.0,Goldie Hawn,Garry Marshall,Leslie Dixon,PG,United States,535.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overcomer,6134141.572154868,46651499.84786859,40517358.27571373,1,0,0,119.0,Alex Kendrick,Alex Kendrick,Alex Kendrick,PG,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overlord,47473516.52727997,52043272.25328555,4569755.726005577,1,0,0,110.0,Jovan Adepo,Julius Avery,Billy Ray,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owning mahowny,17048913.04347826,2167332.841304348,-14881580.202173915,0,0,0,104.0,Philip Seymour Hoffman,Richard Kwietniowski,Gary Stephen Ross,R,Canada,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oz the great and powerful,269270386.26609445,660195855.3592275,390925469.0931331,1,0,0,130.0,James Franco,Sam Raimi,Mitchell Kapner,PG,United States,4829.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p.s. i love you,45397973.95079594,237333554.48287502,191935580.53207907,1,0,0,126.0,Hilary Swank,Richard LaGravenese,Richard LaGravenese,PG-13,United States,3450.0,7.179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2,12106126.386878919,11752385.373854317,-353741.0130246021,0,0,0,98.0,Rachel Nichols,Franck Khalfoun,Alexandre Aja,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pacific heights,43202754.39938791,107830969.18286152,64628214.78347361,1,0,0,102.0,Melanie Griffith,John Schlesinger,Daniel Pyne,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pacific rim,255806866.9527897,553354556.2755365,297547689.3227469,1,0,1,131.0,Idris Elba,Guillermo del Toro,Travis Beacham,PG-13,United States,7632.0,6.916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
pacific rim: uprising,193641975.308642,363459926.0358423,169817950.7272003,1,0,0,111.0,John Boyega,Steven S. DeKnight,Steven S. DeKnight,PG-13,United Kingdom,2213.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paddington,72799578.05907173,342540673.9616034,269741095.9025317,1,0,0,95.0,Hugh Bonneville,Paul King,Paul King,PG,United Kingdom,1904.0,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paddington 2,49972122.660294704,284814420.2966946,234842297.63639987,1,1,0,103.0,Ben Whishaw,Paul King,Paul King,PG,United Kingdom,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pain & gain,35005150.21459228,109425145.00729614,74419994.79270387,1,0,0,129.0,Mark Wahlberg,Michael Bay,Christopher Markus,R,United States,2500.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pale rider,20116449.814126395,120729509.12267658,100613059.30855018,1,0,0,115.0,Clint Eastwood,Clint Eastwood,Michael Butler,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan,198544303.79746836,200564125.44345993,2019821.6459915638,1,0,0,111.0,Levi Miller,Joe Wright,Jason Fuchs,PG,United States,1701.0,5.955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
pan's labyrinth,28752050.16883743,126887741.23444282,98135691.06560539,1,0,0,118.0,Ivana Baquero,Guillermo del Toro,Guillermo del Toro,R,Spain,11307.0,7.758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
pandorum,48261538.461538464,30197578.058741257,-18063960.402797207,0,0,0,108.0,Dennis Quaid,Christian Alvart,Travis Milloy,R,Germany,2593.0,6.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panic room,83699833.24068926,343656773.6531406,259956940.41245133,1,0,0,112.0,Jodie Foster,David Fincher,David Koepp,R,United States,5324.0,6.791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paper towns,15883544.303797469,113104712.36624473,97221168.06244726,1,0,1,109.0,Nat Wolff,Jake Schreier,Scott Neustadter,PG-13,United States,3587.0,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
paradise road,31272274.14330218,3922911.339563863,-27349362.80373832,0,0,0,122.0,Glenn Close,Bruce Beresford,David Giles,R,Australia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paranoia,53854077.25321889,22000423.209871244,-31853654.043347646,0,0,0,106.0,Liam Hemsworth,Robert Luketic,Jason Hall,PG-13,United States,518.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paranormal activity,21937.062937062936,282777223.58974355,282755286.5268065,1,0,0,86.0,Katie Featherston,Oren Peli,Oren Peli,R,United States,5361.0,6.044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paranormal activity 2,4314993.122420908,255321065.74232,251006072.6198991,1,1,0,91.0,Katie Featherston,Tod Williams,Michael R. Perry,R,United States,1342.0,5.788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paranormal activity 4,6831445.993031358,195130679.83623692,188299233.84320557,1,0,0,88.0,Stephen Dunham,Henry Joost,Christopher Landon,R,United States,1026.0,5.405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
paranorman,81977351.91637631,147722726.34756097,65745374.431184664,1,0,0,92.0,Kodi Smit-McPhee,Chris Butler,Chris Butler,PG,United States,1358.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
parasite,2600621.761658031,7379.264248704663,-2593242.4974093265,0,0,0,85.0,Robert Glaudini,Charles Band,Alan J. Adler,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parental guidance,34157229.96515679,165091979.73475608,130934749.76959929,1,0,1,105.0,Billy Crystal,Andy Fickman,Lisa Addario,PG,United States,276.0,5.959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
parenthood,50596774.19354839,319513139.28225803,268916365.08870965,1,0,0,124.0,Steve Martin,Ron Howard,Lowell Ganz,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parents,7589516.129032258,2202305.5516129034,-5387210.577419355,0,0,0,81.0,Randy Quaid,Bob Balaban,Christopher Hawthorne,R,Canada,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"paris, je t'aime",19672455.37867824,26439366.907380603,6766911.528702363,1,0,0,120.0,Juliette Binoche,Directors,Tristan Carné,R,France,817.0,6.763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
parker,47122317.59656653,65356484.18712447,18234166.59055794,1,0,0,118.0,Jason Statham,Taylor Hackford,John J. McLaughlin,R,United States,1868.0,6.076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parkland,13463519.313304722,2176179.9832618027,-11287339.33004292,0,0,0,93.0,Zac Efron,Peter Landesman,Peter Landesman,PG-13,United States,206.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partners,19504663.212435234,19709130.59689119,204467.38445595652,1,0,0,93.0,Ryan O'Neal,James Burrows,Francis Veber,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
party girl,308759.84251968504,972325.9120734908,663566.0695538057,1,0,0,94.0,Parker Posey,Daisy von Scherler Mayer,Harry Birckmayer,R,United States,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
party monster,8524456.52173913,1334258.1641304346,-7190198.357608696,0,0,0,98.0,Macaulay Culkin,Fenton Bailey,Fenton Bailey,R,United States,1.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
passenger 57,33538845.331432644,98527408.02637206,64988562.69493942,1,0,0,84.0,Wesley Snipes,Kevin Hooks,Stewart Raffill,R,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passengers,143779166.66666666,395052437.9433333,251273271.27666667,1,0,1,93.0,Anne Hathaway,Rodrigo García,Ronnie Christensen,PG-13,United States,7869.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passion,26927038.626609445,960778.2798283262,-25966260.34678112,0,0,0,102.0,Rachel McAdams,Brian De Palma,Brian De Palma,R,France,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passion fish,7445623.6635780465,10765117.46471846,3319493.8011404127,1,0,0,135.0,Mary McDonnell,John Sayles,John Sayles,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passion play,11158737.216540685,35712.14361938639,-11123025.072921298,0,0,0,94.0,Mickey Rourke,Mitch Glazer,Mitch Glazer,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patch adams,173208588.9570552,389320756.793865,216112167.8368098,1,0,0,115.0,Robin Williams,Tom Shadyac,Patch Adams,PG-13,United States,3400.0,7.306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paterson,6535416.666666667,14021783.513333334,7486366.846666667,1,0,1,118.0,Adam Driver,Jim Jarmusch,Jim Jarmusch,R,France,736.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pathfinder,68096960.92619391,46887909.73034249,-21209051.195851415,0,0,0,99.0,Karl Urban,Marcus Nispel,Laeta Kalogridis,R,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pathology,11656293.543892244,4713085.333023688,-6943208.210868556,0,0,0,95.0,Alyssa Milano,Marc Schölermann,Mark Neveldine,R,United States,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patriot games,100616535.99429792,398109642.49394155,297493106.4996436,1,0,0,117.0,Harrison Ford,Phillip Noyce,Tom Clancy,R,United States,1786.0,6.678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patriots day,52283333.333333336,69063654.78875001,16780321.455416672,1,0,1,133.0,Mark Wahlberg,Peter Berg,Peter Berg,R,Hong Kong,1337.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paul,55793686.08270342,141105169.64072922,85311483.5580258,1,0,0,104.0,Simon Pegg,Greg Mottola,Simon Pegg,R,United States,3017.0,6.733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
paul blart: mall cop,38024242.42424242,268141735.0923077,230117492.66806525,1,0,0,91.0,Kevin James,Steve Carr,Kevin James,PG,United States,2683.0,5.446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paul blart: mall cop 2,50297890.29535865,142489483.75611815,92191593.46075949,1,1,0,94.0,Kevin James,Andy Fickman,Kevin James,PG,United States,900.0,5.182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paulie,44264417.17791411,51722524.9791411,7458107.801226988,1,0,0,91.0,Gena Rowlands,John Roberts,Laurie Craig,PG,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pawn sacrifice,25148945.147679325,7383887.807172996,-17765057.34050633,0,0,0,115.0,Tobey Maguire,Edward Zwick,Steven Knight,PG-13,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pay it forward,72868757.25900117,101483245.24216028,28614487.98315911,1,0,0,123.0,Kevin Spacey,Mimi Leder,Catherine Ryan Hyde,PG-13,United States,1965.0,7.356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
payback,169465786.3145258,304334418.7136855,134868632.3991597,1,0,0,100.0,Mel Gibson,Brian Helgeland,Donald E. Westlake,R,United States,1966.0,6.822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
paycheck,102293478.26086956,199896728.93804348,97603250.67717391,1,0,0,119.0,Ben Affleck,John Woo,Philip K. Dick,PG-13,United States,1990.0,6.211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pcu,16933873.14439946,9165501.174089069,-7768371.970310392,0,0,0,79.0,Jeremy Piven,Hart Bochner,Adam Leff,PG-13,United States,133.0,5.989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
peaceful warrior,15560515.873015871,6732921.626488095,-8827594.246527776,0,0,0,120.0,Scott Mechlowicz,Victor Salva,Kevin Bernhardt,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pearl harbor,247984189.72332016,795712086.0897799,547727896.3664597,1,0,0,183.0,Ben Affleck,Michael Bay,Randall Wallace,PG-13,United States,6908.0,6.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
pecker,11547239.263803681,4391340.034969325,-7155899.228834356,0,0,0,87.0,Edward Furlong,John Waters,John Waters,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pee-wee's big adventure,17492565.055762082,119359532.24349442,101866967.18773234,1,0,0,91.0,Paul Reubens,Tim Burton,Phil Hartman,PG,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peggy sue got married,51520072.992700726,118749039.85036495,67228966.85766423,1,0,0,103.0,Kathleen Turner,Francis Ford Coppola,Jerry Leichtling,PG-13,United States,643.0,6.116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
penelope,21855550.394797955,30825461.676730145,8969911.28193219,1,0,0,104.0,Christina Ricci,Mark Palansky,Leslie Caveny,PG,United Kingdom,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
